action,proto,src_ip,src_port,dest_ip,dest_port,family,behavior,description,sign_source,author,threat_judge,attack_phase,apt_org,extract_date,attack_direction,remarks,cve_number,threat_level,threat_type,id,refer,payload,classtype,sid,rev,metadata
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],CVE-2018-3949 TP-Link TL-R600VPN HTTP server information disclosure,ArtificialExtraction,WQ,Threat,Invasion,,20181122,{'Obj': 'Victim'; 'Source': 'Attacker'},CVE-2018-3949 TP-Link TL-R600VPN HTTP server information disclosure,CVE-2018-3949,HighRisk,['Exploits'],130017737,[],None,classtype:Exploits;,id:130017737;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],PHPCMS 2008 Code Execution CVE-2018-19127,ArtificialExtraction,WQ,Threat,Invasion,,20181130,{'Obj': 'Victim'; 'Source': 'Attacker'},PHPCMS 2008 Code Execution CVE-2018-19127,CVE-2018-19127,HighRisk,['Exploits'],130017739,[],None,classtype:Exploits;,id:130017739;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Red Hat JBoss EAP RichFaces Remote Code Execution (CVE-2018-14667),ArtificialExtraction,WQ,Threat,Invasion,,20181129,{'Obj': 'Victim'; 'Source': 'Attacker'},Red Hat JBoss EAP RichFaces Remote Code Execution (CVE-2018-14667),CVE-2018-14667,HighRisk,['Exploits'],130017741,[],None,classtype:Exploits;,id:130017741;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ThinkPHP 5.0.x/5.1.x - Remote Code Execution,ArtificialExtraction,WQ,Threat,Invasion,,20181213,{'Obj': 'Victim'; 'Source': 'Attacker'},ThinkPHP 5.0.x/5.1.x - Remote Code Execution,CVE-2018-20062,HighRisk,['Exploits'],130017743,[],None,classtype:Exploits;,id:130017743;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ThinkPHP 5.0.x/5.1.x - Remote Code Execution,ArtificialExtraction,WQ,Threat,Invasion,,20181213,{'Obj': 'Victim'; 'Source': 'Attacker'},ThinkPHP 5.0.x/5.1.x - Remote Code Execution,CVE-2018-20062,HighRisk,['Exploits'],130017745,[],None,classtype:Exploits;,id:130017745;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ThinkPHP 5.0.x/5.1.x - Remote Code Execution,ArtificialExtraction,WQ,Threat,Invasion,,20181213,{'Obj': 'Victim'; 'Source': 'Attacker'},ThinkPHP 5.0.x/5.1.x - Remote Code Execution,CVE-2018-20062,HighRisk,['Exploits'],130017747,[],None,classtype:Exploits;,id:130017747;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ThinkPHP 5.0.x request - Remote Code Execution,ArtificialExtraction,WQ,Threat,Invasion,,20190114,{'Obj': 'Victim'; 'Source': 'Attacker'},ThinkPHP 5.0.x request - Remote Code Execution,CVE-2018-20062,HighRisk,['Exploits'],130017749,[],None,classtype:Exploits;,id:130017749;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Jenkins Java Deserialization RCE CVE-2017-1000353,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Jenkins Java Deserialization RCE CVE-2017-1000353,CVE-2017-1000353,HighRisk,['Exploits'],130017751,[],None,classtype:Exploits;,id:130017751;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],PhpMyAdmin 4.8.x LFI CVE-2018-12613,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},PhpMyAdmin 4.8.x LFI CVE-2018-12613,CVE-2018-12613,HighRisk,['Exploits'],130017753,[],None,classtype:Exploits;,id:130017753;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],PhpMyAdmin 4.x RCE CVE-2016-5734,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},PhpMyAdmin 4.x RCE CVE-2016-5734,CVE-2016-5734,HighRisk,['Exploits'],130017757,[],None,classtype:Exploits;,id:130017757;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],goAhead 远程代码执行漏洞 CVE-2017-17562,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},goAhead 远程代码执行漏洞 CVE-2017-17562,CVE-2017-17562,HighRisk,['Exploits'],130017759,[],None,classtype:Exploits;,id:130017759;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],osCommerce_2.3.4.1_RCE,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},osCommerce_2.3.4.1_RCE,,HighRisk,['Exploits'],130017765,[],None,classtype:Exploits;,id:130017765;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),CVE-2018-7600,HighRisk,['Exploits'],130017767,[],None,classtype:Exploits;,id:130017767;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),CVE-2018-7600,HighRisk,['Exploits'],130017769,[],None,classtype:Exploits;,id:130017769;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),CVE-2018-7600,HighRisk,['Exploits'],130017771,[],None,classtype:Exploits;,id:130017771;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal core Remote Code Execution(CVE-2018-7600) (Drupalgeddon2),CVE-2018-7600,HighRisk,['Exploits'],130017773,[],None,classtype:Exploits;,id:130017773;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Drupal core Remote Code Execution(CVE-2018-7602),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal core Remote Code Execution(CVE-2018-7602),CVE-2018-7602,HighRisk,['Exploits'],130017775,[],None,classtype:Exploits;,id:130017775;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Drupal core Remote Code Execution(CVE-2018-7602),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal core Remote Code Execution(CVE-2018-7602),CVE-2018-7602,HighRisk,['Exploits'],130017777,[],None,classtype:Exploits;,id:130017777;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Unpatched Flaw Exposes LG NAS Devices to Remote Attacks,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Unpatched Flaw Exposes LG NAS Devices to Remote Attacks,,HighRisk,['Exploits'],130017779,[],None,classtype:Exploits;,id:130017779;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Spring Data Commons Remote Code Execution,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Spring Data Commons Remote Code Execution,CVE-2018-1273,HighRisk,['Exploits'],130017781,[],None,classtype:Exploits;,id:130017781;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Weblogic反序列化远程代码执行漏洞(CVE-2018-2628),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Weblogic反序列化远程代码执行漏洞(CVE-2018-2628),CVE-2018-2628,HighRisk,['Exploits'],130017783,[],None,classtype:Exploits;,id:130017783;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],MikroTik RouterOS < 6.38.4 (x86) - Stack Clash Remote Code Execution,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},MikroTik RouterOS < 6.38.4 (x86) - Stack Clash Remote Code Execution,,HighRisk,['Exploits'],130017785,[],None,classtype:Exploits;,id:130017785;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Spring data rest 远程代码执行(cve-2017-8046),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Spring data rest 远程代码执行(cve-2017-8046),CVE-2017-8046,HighRisk,['Exploits'],130017787,[],None,classtype:Exploits;,id:130017787;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017789,[],None,classtype:Exploits;,id:130017789;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017791,[],None,classtype:Exploits;,id:130017791;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017793,[],None,classtype:Exploits;,id:130017793;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017795,[],None,classtype:Exploits;,id:130017795;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017797,[],None,classtype:Exploits;,id:130017797;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017799,[],None,classtype:Exploits;,id:130017799;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017801,[],None,classtype:Exploits;,id:130017801;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017803,[],None,classtype:Exploits;,id:130017803;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017805,[],None,classtype:Exploits;,id:130017805;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017807,[],None,classtype:Exploits;,id:130017807;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017809,[],None,classtype:Exploits;,id:130017809;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017811,[],None,classtype:Exploits;,id:130017811;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017813,[],None,classtype:Exploits;,id:130017813;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017815,[],None,classtype:Exploits;,id:130017815;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017817,[],None,classtype:Exploits;,id:130017817;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017819,[],None,classtype:Exploits;,id:130017819;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017821,[],None,classtype:Exploits;,id:130017821;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017823,[],None,classtype:Exploits;,id:130017823;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017825,[],None,classtype:Exploits;,id:130017825;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017827,[],None,classtype:Exploits;,id:130017827;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017829,[],None,classtype:Exploits;,id:130017829;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017831,[],None,classtype:Exploits;,id:130017831;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017833,[],None,classtype:Exploits;,id:130017833;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017835,[],None,classtype:Exploits;,id:130017835;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017837,[],None,classtype:Exploits;,id:130017837;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017839,[],None,classtype:Exploits;,id:130017839;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017841,[],None,classtype:Exploits;,id:130017841;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017843,[],None,classtype:Exploits;,id:130017843;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017845,[],None,classtype:Exploits;,id:130017845;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017847,[],None,classtype:Exploits;,id:130017847;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017849,[],None,classtype:Exploits;,id:130017849;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['SQLInjection'],Drupal 7.31 SQL注入漏洞(CVE-2014-3704),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},Drupal 7.31 SQL注入漏洞(CVE-2014-3704),CVE-2014-3704,HighRisk,['Exploits'],130017851,[],None,classtype:Exploits;,id:130017851;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],IIS 6.0 WebDAV远程代码执行漏洞 (CVE-2017-7269),ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},IIS 6.0 WebDAV远程代码执行漏洞 (CVE-2017-7269),CVE-2017-7269,HighRisk,['Exploits'],130017853,[],None,classtype:Exploits;,id:130017853;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Oracle WebLogic - wls-wsat Component Deserialisation Remote Command Execution,ArtificialExtraction,WQ,Threat,Invasion,,20180418,{'Obj': 'Victim'; 'Source': 'Attacker'},Oracle WebLogic - wls-wsat Component Deserialisation Remote Command Execution,CVE-2017-10271,HighRisk,['Exploits'],130017859,[],None,classtype:Exploits;,id:130017859;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],Tomcat代码执行漏洞(CVE-2017-12615),ArtificialExtraction,WQ,Threat,Invasion,,20180418,{'Obj': 'Victim'; 'Source': 'Attacker'},Tomcat代码执行漏洞(CVE-2017-12615),CVE-2017-12615,HighRisk,['Exploits'],130017861,[],None,classtype:Exploits;,id:130017861;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],BEWARD_N100_H.264_VGA_IP_Camera_M2.1.6_Root_Remote_Code_Execution,ArtificialExtraction,WQ,Threat,Invasion,,20190222,{'Obj': 'Victim'; 'Source': 'Attacker'},BEWARD_N100_H.264_VGA_IP_Camera_M2.1.6_Root_Remote_Code_Execution,,HighRisk,['Exploits'],130017903,[],None,classtype:Exploits;,id:130017903;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['WebShellBackdoorCommunication'],Webshell 后门通信,ArtificialExtraction,WQ,Threat,Control,,20190305,{'Obj': 'Victim'; 'Source': 'Attacker'},Webshell 后门通信,,HighRisk,['Backdoor'],190017907,[],None,classtype:Exploits;,id:190017907;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],D-Link service.cgi Remote command execution,ArtificialExtraction,WQ,Threat,Invasion,,20190125,{'Obj': 'Victim'; 'Source': 'Attacker'},D-Link service.cgi Remote command execution,,HighRisk,['Exploits'],130018007,[],None,classtype:Exploits;,id:130018007;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],VIPA Authomation WinPLC7 recv Stack Buffer Overflow,ArtificialExtraction,DC,Threat,Invasion,,20190327,{'Obj': 'Victim'; 'Source': 'Attacker'},VIPA Authomation WinPLC7 recv Stack Buffer Overflow,CVE-2017-5177,HighRisk,['Exploits'],130018009,[],None,classtype:Exploits;,id:130018009;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],WS10 DataServer SCADA Exploit Overflow PoC,ArtificialExtraction,DC,Threat,Invasion,,20190327,{'Obj': 'Victim'; 'Source': 'Attacker'},WS10 DataServer SCADA Exploit Overflow PoC,,HighRisk,['Exploits'],130018011,[],None,classtype:Exploits;,id:130018011;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],ZScada Net Buffer Overflow,ArtificialExtraction,DC,Threat,Invasion,,20190327,{'Obj': 'Victim'; 'Source': 'Attacker'},ZScada Net Buffer Overflow,,HighRisk,['Exploits'],130018013,[],None,classtype:Exploits;,id:130018013;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['CrossSiteScripting'],WAGO_750_881_01.09.18_Cross_Site_Scripting,ArtificialExtraction,DC,Threat,Invasion,,20190413,{'Obj': 'Victim'; 'Source': 'Attacker'},WAGO_750_881_01.09.18_Cross_Site_Scripting,CVE-2018-16210,HighRisk,['Exploits'],130018015,[],None,classtype:Exploits;,id:130018015;,rev:1;,
alert,tcp,any,any,any,502,Unknown,['VulnerabilityIntrusion'],Tri-PLC_Nano_10_r81_Denial_of_Service,ArtificialExtraction,DC,Threat,Invasion,,20190413,{'Obj': 'Victim'; 'Source': 'Attacker'},Tri-PLC_Nano_10_r81_Denial_of_Service,CVE-2013-2784,HighRisk,['Exploits'],130018017,[],None,classtype:Exploits;,id:130018017;,rev:1;,
alert,tcp,any,any,any,any,Unknown,['VulnerabilityIntrusion'],WikiWebHelp_0.28_SQL_Injection,ArtificialExtraction,DC,Threat,Invasion,,20190413,{'Obj': 'Victim'; 'Source': 'Attacker'},WikiWebHelp_0.28_SQL_Injection,CVE-2010-4970,HighRisk,['Exploits'],130018019,[],None,classtype:Exploits;,id:130018019;,rev:1;,
alert,udp,any,any,any,67,Unknown,['VulnerabilityIntrusion'],Command,ArtificialExtraction,DC,Threat,Invasion,,20190327,{'Source': 'Attacker'; 'Obj': 'Victim'},CVE-2019-0627-dhcp-rce,CVE-2019-0627,HighRisk,['Exploits'],130018021,[],None,classtype:Exploits;,id:130018021;,rev:1;,
alert,udp,any,2425,any,2425,Unknown,['VulnerabilityIntrusion'],RAT,ArtificialExtraction,bala,Threat,Control,,20180629,{'Source': 'Victim'; 'Obj': 'Attacker'},,,LowRisk,['RAT'],40019221,[],flow:to_server; content:"iptux"; depth:5; offset:2; content:"lws|3A|lws"; within:7; distance:9; ),classtype:RAT;,id:40019221;,rev:1;,metadata:ruleset community;
alert,tcp,any,any,any,80,Fareit,['VulnerabilityIntrusion'],Fareit,ArtificialExtraction,bala,Threat,Invasion,,20180629,{'Source': 'Attacker'; 'Obj': 'Victim'},,,LowRisk,['Exploits'],130019223,[],flow:to_server;established; urilen:9; content:"GET"; http_method; content:"/main.htm"; fast_pattern:only; http_uri; content:!"Referer"; http_header; content:!"Accept"; http_header; pcre:"/[^\r -~\n]{4}/P"; ),classtype:Exploits;,id:130019223;,rev:1;,metadata:impact_flag red; policy security-ips drop; ruleset community; service http;
